lat,lng,alt
-20.894999999999904,55.6349999999999,2.326
-20.894999999999904,55.6449999999999,2.204
-20.894999999999904,55.654999999999895,2.076
-20.904999999999905,55.26499999999997,2.352
-20.904999999999905,55.27499999999997,2.445
-20.904999999999905,55.28499999999997,2.537
-20.904999999999905,55.294999999999966,2.631
-20.904999999999905,55.304999999999964,2.728
-20.904999999999905,55.31499999999996,2.834
-20.904999999999905,55.32499999999996,2.939
-20.904999999999905,55.33499999999996,3.038
-20.904999999999905,55.344999999999956,3.13
-20.904999999999905,55.354999999999954,3.221
-20.904999999999905,55.36499999999995,3.272
-20.904999999999905,55.37499999999995,3.369
-20.904999999999905,55.38499999999995,3.451
-20.904999999999905,55.394999999999946,3.497
-20.904999999999905,55.404999999999944,3.573
-20.904999999999905,55.41499999999994,3.588
-20.904999999999905,55.42499999999994,3.608
-20.904999999999905,55.43499999999994,3.695
-20.904999999999905,55.444999999999936,3.675
-20.904999999999905,55.454999999999934,3.681
-20.904999999999905,55.46499999999993,3.664
-20.904999999999905,55.47499999999993,3.649
-20.904999999999905,55.48499999999993,3.63
-20.904999999999905,55.494999999999926,3.601
-20.904999999999905,55.504999999999924,3.56
-20.904999999999905,55.51499999999992,3.515
-20.904999999999905,55.52499999999992,3.46
-20.904999999999905,55.53499999999992,3.399
-20.904999999999905,55.544999999999916,3.342
-20.904999999999905,55.554999999999914,3.267
-20.904999999999905,55.56499999999991,3.195
-20.904999999999905,55.57499999999991,3.128
-20.904999999999905,55.58499999999991,3.052
-20.904999999999905,55.59499999999991,2.965
-20.904999999999905,55.604999999999905,2.868
-20.904999999999905,55.6149999999999,2.757
-20.904999999999905,55.6249999999999,2.641
-20.904999999999905,55.6349999999999,2.522
-20.904999999999905,55.6449999999999,2.393
-20.904999999999905,55.654999999999895,2.266
-20.904999999999905,55.66499999999989,2.131
-20.904999999999905,55.67499999999989,1.99
-20.914999999999907,55.254999999999974,2.441
-20.914999999999907,55.26499999999997,2.541
-20.914999999999907,55.27499999999997,2.643
-20.914999999999907,55.28499999999997,2.743
-20.914999999999907,55.294999999999966,2.843
-20.914999999999907,55.304999999999964,2.942
-20.914999999999907,55.31499999999996,3.049
-20.914999999999907,55.32499999999996,3.155
-20.914999999999907,55.33499999999996,3.259
-20.914999999999907,55.344999999999956,3.361
-20.914999999999907,55.354999999999954,3.426
-20.914999999999907,55.36499999999995,3.507
-20.914999999999907,55.37499999999995,3.631
-20.914999999999907,55.38499999999995,3.677
-20.914999999999907,55.394999999999946,3.753
-20.914999999999907,55.404999999999944,3.811
-20.914999999999907,55.41499999999994,3.834
-20.914999999999907,55.42499999999994,3.974
-20.914999999999907,55.43499999999994,3.89
-20.914999999999907,55.444999999999936,3.939
-20.914999999999907,55.454999999999934,3.91
-20.914999999999907,55.46499999999993,3.934
-20.914999999999907,55.47499999999993,3.9
-20.914999999999907,55.48499999999993,3.893
-20.914999999999907,55.494999999999926,3.847
-20.914999999999907,55.504999999999924,3.815
-20.914999999999907,55.51499999999992,3.764
-20.914999999999907,55.52499999999992,3.696
-20.914999999999907,55.53499999999992,3.627
-20.914999999999907,55.544999999999916,3.575
-20.914999999999907,55.554999999999914,3.481
-20.914999999999907,55.56499999999991,3.408
-20.914999999999907,55.57499999999991,3.335
-20.914999999999907,55.58499999999991,3.255
-20.914999999999907,55.59499999999991,3.159
-20.914999999999907,55.604999999999905,3.066
-20.914999999999907,55.6149999999999,2.953
-20.914999999999907,55.6249999999999,2.832
-20.914999999999907,55.6349999999999,2.705
-20.914999999999907,55.6449999999999,2.582
-20.914999999999907,55.654999999999895,2.454
-20.914999999999907,55.66499999999989,2.318
-20.914999999999907,55.67499999999989,2.173
-20.914999999999907,55.68499999999989,2.025
-20.92499999999991,55.254999999999974,2.62
-20.92499999999991,55.26499999999997,2.729
-20.92499999999991,55.27499999999997,2.841
-20.92499999999991,55.28499999999997,2.948
-20.92499999999991,55.294999999999966,3.051
-20.92499999999991,55.304999999999964,3.155
-20.92499999999991,55.31499999999996,3.265
-20.92499999999991,55.32499999999996,3.372
-20.92499999999991,55.33499999999996,3.479
-20.92499999999991,55.344999999999956,3.556
-20.92499999999991,55.354999999999954,3.646
-20.92499999999991,55.36499999999995,3.739
-20.92499999999991,55.37499999999995,3.823
-20.92499999999991,55.38499999999995,3.906
-20.92499999999991,55.394999999999946,3.989
-20.92499999999991,55.404999999999944,4.044
-20.92499999999991,55.41499999999994,4.201
-20.92499999999991,55.42499999999994,4.131
-20.92499999999991,55.43499999999994,4.139
-20.92499999999991,55.444999999999936,4.165
-20.92499999999991,55.454999999999934,4.181
-20.92499999999991,55.46499999999993,4.181
-20.92499999999991,55.47499999999993,4.155
-20.92499999999991,55.48499999999993,4.153
-20.92499999999991,55.494999999999926,4.107
-20.92499999999991,55.504999999999924,4.074
-20.92499999999991,55.51499999999992,4.024
-20.92499999999991,55.52499999999992,3.959
-20.92499999999991,55.53499999999992,3.864
-20.92499999999991,55.544999999999916,3.789
-20.92499999999991,55.554999999999914,3.699
-20.92499999999991,55.56499999999991,3.627
-20.92499999999991,55.57499999999991,3.547
-20.92499999999991,55.58499999999991,3.459
-20.92499999999991,55.59499999999991,3.365
-20.92499999999991,55.604999999999905,3.276
-20.92499999999991,55.6149999999999,3.151
-20.92499999999991,55.6249999999999,3.023
-20.92499999999991,55.6349999999999,2.89
-20.92499999999991,55.6449999999999,2.762
-20.92499999999991,55.654999999999895,2.632
-20.92499999999991,55.66499999999989,2.496
-20.92499999999991,55.67499999999989,2.353
-20.92499999999991,55.68499999999989,2.202
-20.92499999999991,55.69499999999989,2.039
-20.93499999999991,55.254999999999974,2.794
-20.93499999999991,55.26499999999997,2.909
-20.93499999999991,55.27499999999997,3.028
-20.93499999999991,55.28499999999997,3.142
-20.93499999999991,55.294999999999966,3.252
-20.93499999999991,55.304999999999964,3.36
-20.93499999999991,55.31499999999996,3.473
-20.93499999999991,55.32499999999996,3.582
-20.93499999999991,55.33499999999996,3.693
-20.93499999999991,55.344999999999956,3.768
-20.93499999999991,55.354999999999954,3.87
-20.93499999999991,55.36499999999995,3.952
-20.93499999999991,55.37499999999995,4.045
-20.93499999999991,55.38499999999995,4.16
-20.93499999999991,55.394999999999946,4.205
-20.93499999999991,55.404999999999944,4.25
-20.93499999999991,55.41499999999994,4.373
-20.93499999999991,55.42499999999994,4.368
-20.93499999999991,55.43499999999994,4.391
-20.93499999999991,55.444999999999936,4.418
-20.93499999999991,55.454999999999934,4.416
-20.93499999999991,55.46499999999993,4.423
-20.93499999999991,55.47499999999993,4.416
-20.93499999999991,55.48499999999993,4.397
-20.93499999999991,55.494999999999926,4.36
-20.93499999999991,55.504999999999924,4.325
-20.93499999999991,55.51499999999992,4.281
-20.93499999999991,55.52499999999992,4.187
-20.93499999999991,55.53499999999992,4.111
-20.93499999999991,55.544999999999916,4.022
-20.93499999999991,55.554999999999914,3.947
-20.93499999999991,55.56499999999991,3.857
-20.93499999999991,55.57499999999991,3.768
-20.93499999999991,55.58499999999991,3.678
-20.93499999999991,55.59499999999991,3.575
-20.93499999999991,55.604999999999905,3.473
-20.93499999999991,55.6149999999999,3.347
-20.93499999999991,55.6249999999999,3.218
-20.93499999999991,55.6349999999999,3.077
-20.93499999999991,55.6449999999999,2.94
-20.93499999999991,55.654999999999895,2.808
-20.93499999999991,55.66499999999989,2.673
-20.93499999999991,55.67499999999989,2.529
-20.93499999999991,55.68499999999989,2.379
-20.93499999999991,55.69499999999989,2.21
-20.93499999999991,55.704999999999885,2.038
-20.94499999999991,55.254999999999974,2.96
-20.94499999999991,55.26499999999997,3.08
-20.94499999999991,55.27499999999997,3.204
-20.94499999999991,55.28499999999997,3.32
-20.94499999999991,55.294999999999966,3.434
-20.94499999999991,55.304999999999964,3.547
-20.94499999999991,55.31499999999996,3.664
-20.94499999999991,55.32499999999996,3.785
-20.94499999999991,55.33499999999996,3.895
-20.94499999999991,55.344999999999956,4.017
-20.94499999999991,55.354999999999954,4.125
-20.94499999999991,55.36499999999995,4.217
-20.94499999999991,55.37499999999995,4.254
-20.94499999999991,55.38499999999995,4.355
-20.94499999999991,55.394999999999946,4.433
-20.94499999999991,55.404999999999944,4.54
-20.94499999999991,55.41499999999994,4.537
-20.94499999999991,55.42499999999994,4.582
-20.94499999999991,55.43499999999994,4.623
-20.94499999999991,55.444999999999936,4.649
-20.94499999999991,55.454999999999934,4.702
-20.94499999999991,55.46499999999993,4.655
-20.94499999999991,55.47499999999993,4.659
-20.94499999999991,55.48499999999993,4.647
-20.94499999999991,55.494999999999926,4.641
-20.94499999999991,55.504999999999924,4.575
-20.94499999999991,55.51499999999992,4.512
-20.94499999999991,55.52499999999992,4.441
-20.94499999999991,55.53499999999992,4.358
-20.94499999999991,55.544999999999916,4.273
-20.94499999999991,55.554999999999914,4.188
-20.94499999999991,55.56499999999991,4.098
-20.94499999999991,55.57499999999991,4.002
-20.94499999999991,55.58499999999991,3.903
-20.94499999999991,55.59499999999991,3.786
-20.94499999999991,55.604999999999905,3.673
-20.94499999999991,55.6149999999999,3.54
-20.94499999999991,55.6249999999999,3.409
-20.94499999999991,55.6349999999999,3.264
-20.94499999999991,55.6449999999999,3.126
-20.94499999999991,55.654999999999895,2.986
-20.94499999999991,55.66499999999989,2.845
-20.94499999999991,55.67499999999989,2.703
-20.94499999999991,55.68499999999989,2.548
-20.94499999999991,55.69499999999989,2.381
-20.94499999999991,55.704999999999885,2.206
-20.94499999999991,55.71499999999988,2.03
-20.954999999999913,55.254999999999974,3.117
-20.954999999999913,55.26499999999997,3.244
-20.954999999999913,55.27499999999997,3.371
-20.954999999999913,55.28499999999997,3.489
-20.954999999999913,55.294999999999966,3.607
-20.954999999999913,55.304999999999964,3.726
-20.954999999999913,55.31499999999996,3.854
-20.954999999999913,55.32499999999996,3.977
-20.954999999999913,55.33499999999996,4.079
-20.954999999999913,55.344999999999956,4.212
-20.954999999999913,55.354999999999954,4.291
-20.954999999999913,55.36499999999995,4.385
-20.954999999999913,55.37499999999995,4.531
-20.954999999999913,55.38499999999995,4.548
-20.954999999999913,55.394999999999946,4.628
-20.954999999999913,55.404999999999944,4.805
-20.954999999999913,55.41499999999994,4.91
-20.954999999999913,55.42499999999994,4.837
-20.954999999999913,55.43499999999994,4.86
-20.954999999999913,55.444999999999936,4.992
-20.954999999999913,55.454999999999934,4.896
-20.954999999999913,55.46499999999993,4.919
-20.954999999999913,55.47499999999993,4.903
-20.954999999999913,55.48499999999993,4.885
-20.954999999999913,55.494999999999926,4.87
-20.954999999999913,55.504999999999924,4.804
-20.954999999999913,55.51499999999992,4.756
-20.954999999999913,55.52499999999992,4.684
-20.954999999999913,55.53499999999992,4.598
-20.954999999999913,55.544999999999916,4.509
-20.954999999999913,55.554999999999914,4.42
-20.954999999999913,55.56499999999991,4.329
-20.954999999999913,55.57499999999991,4.235
-20.954999999999913,55.58499999999991,4.119
-20.954999999999913,55.59499999999991,4.006
-20.954999999999913,55.604999999999905,3.888
-20.954999999999913,55.6149999999999,3.746
-20.954999999999913,55.6249999999999,3.598
-20.954999999999913,55.6349999999999,3.455
-20.954999999999913,55.6449999999999,3.312
-20.954999999999913,55.654999999999895,3.166
-20.954999999999913,55.66499999999989,3.02
-20.954999999999913,55.67499999999989,2.874
-20.954999999999913,55.68499999999989,2.721
-20.954999999999913,55.69499999999989,2.553
-20.954999999999913,55.704999999999885,2.376
-20.954999999999913,55.71499999999988,2.194
-20.954999999999913,55.72499999999988,2.013
-20.964999999999915,55.254999999999974,3.264
-20.964999999999915,55.26499999999997,3.398
-20.964999999999915,55.27499999999997,3.528
-20.964999999999915,55.28499999999997,3.652
-20.964999999999915,55.294999999999966,3.776
-20.964999999999915,55.304999999999964,3.904
-20.964999999999915,55.31499999999996,4.035
-20.964999999999915,55.32499999999996,4.165
-20.964999999999915,55.33499999999996,4.269
-20.964999999999915,55.344999999999956,4.371
-20.964999999999915,55.354999999999954,4.482
-20.964999999999915,55.36499999999995,4.64
-20.964999999999915,55.37499999999995,4.66
-20.964999999999915,55.38499999999995,4.768
-20.964999999999915,55.394999999999946,4.833
-20.964999999999915,55.404999999999944,4.922
-20.964999999999915,55.41499999999994,5.034
-20.964999999999915,55.42499999999994,5.031
-20.964999999999915,55.43499999999994,5.077
-20.964999999999915,55.444999999999936,5.121
-20.964999999999915,55.454999999999934,5.122
-20.964999999999915,55.46499999999993,5.152
-20.964999999999915,55.47499999999993,5.123
-20.964999999999915,55.48499999999993,5.136
-20.964999999999915,55.494999999999926,5.08
-20.964999999999915,55.504999999999924,5.034
-20.964999999999915,55.51499999999992,4.971
-20.964999999999915,55.52499999999992,4.902
-20.964999999999915,55.53499999999992,4.834
-20.964999999999915,55.544999999999916,4.743
-20.964999999999915,55.554999999999914,4.651
-20.964999999999915,55.56499999999991,4.558
-20.964999999999915,55.57499999999991,4.453
-20.964999999999915,55.58499999999991,4.338
-20.964999999999915,55.59499999999991,4.219
-20.964999999999915,55.604999999999905,4.095
-20.964999999999915,55.6149999999999,3.954
-20.964999999999915,55.6249999999999,3.803
-20.964999999999915,55.6349999999999,3.651
-20.964999999999915,55.6449999999999,3.5
-20.964999999999915,55.654999999999895,3.349
-20.964999999999915,55.66499999999989,3.196
-20.964999999999915,55.67499999999989,3.046
-20.964999999999915,55.68499999999989,2.887
-20.964999999999915,55.69499999999989,2.723
-20.964999999999915,55.704999999999885,2.54
-20.964999999999915,55.71499999999988,2.356
-20.964999999999915,55.72499999999988,2.17
-20.974999999999916,55.23499999999998,3.163
-20.974999999999916,55.244999999999976,3.279
-20.974999999999916,55.254999999999974,3.408
-20.974999999999916,55.26499999999997,3.546
-20.974999999999916,55.27499999999997,3.683
-20.974999999999916,55.28499999999997,3.811
-20.974999999999916,55.294999999999966,3.945
-20.974999999999916,55.304999999999964,4.074
-20.974999999999916,55.31499999999996,4.217
-20.974999999999916,55.32499999999996,4.353
-20.974999999999916,55.33499999999996,4.486
-20.974999999999916,55.344999999999956,4.566
-20.974999999999916,55.354999999999954,4.666
-20.974999999999916,55.36499999999995,4.766
-20.974999999999916,55.37499999999995,4.867
-20.974999999999916,55.38499999999995,4.95
-20.974999999999916,55.394999999999946,5.007
-20.974999999999916,55.404999999999944,5.139
-20.974999999999916,55.41499999999994,5.181
-20.974999999999916,55.42499999999994,5.369
-20.974999999999916,55.43499999999994,5.271
-20.974999999999916,55.444999999999936,5.302
-20.974999999999916,55.454999999999934,5.326
-20.974999999999916,55.46499999999993,5.365
-20.974999999999916,55.47499999999993,5.343
-20.974999999999916,55.48499999999993,5.47
-20.974999999999916,55.494999999999926,5.357
-20.974999999999916,55.504999999999924,5.255
-20.974999999999916,55.51499999999992,5.199
-20.974999999999916,55.52499999999992,5.129
-20.974999999999916,55.53499999999992,5.066
-20.974999999999916,55.544999999999916,4.971
-20.974999999999916,55.554999999999914,4.876
-20.974999999999916,55.56499999999991,4.781
-20.974999999999916,55.57499999999991,4.672
-20.974999999999916,55.58499999999991,4.554
-20.974999999999916,55.59499999999991,4.433
-20.974999999999916,55.604999999999905,4.302
-20.974999999999916,55.6149999999999,4.155
-20.974999999999916,55.6249999999999,3.998
-20.974999999999916,55.6349999999999,3.842
-20.974999999999916,55.6449999999999,3.685
-20.974999999999916,55.654999999999895,3.529
-20.974999999999916,55.66499999999989,3.37
-20.974999999999916,55.67499999999989,3.213
-20.974999999999916,55.68499999999989,3.054
-20.974999999999916,55.69499999999989,2.885
-20.974999999999916,55.704999999999885,2.699
-20.974999999999916,55.71499999999988,2.513
-20.974999999999916,55.72499999999988,2.324
-20.974999999999916,55.73499999999988,2.135
-20.984999999999918,55.204999999999984,2.985
-20.984999999999918,55.21499999999998,3.086
-20.984999999999918,55.22499999999998,3.189
-20.984999999999918,55.23499999999998,3.296
-20.984999999999918,55.244999999999976,3.415
-20.984999999999918,55.254999999999974,3.547
-20.984999999999918,55.26499999999997,3.683
-20.984999999999918,55.27499999999997,3.822
-20.984999999999918,55.28499999999997,3.964
-20.984999999999918,55.294999999999966,4.104
-20.984999999999918,55.304999999999964,4.25
-20.984999999999918,55.31499999999996,4.387
-20.984999999999918,55.32499999999996,4.515
-20.984999999999918,55.33499999999996,4.643
-20.984999999999918,55.344999999999956,4.745
-20.984999999999918,55.354999999999954,4.961
-20.984999999999918,55.36499999999995,4.97
-20.984999999999918,55.37499999999995,5.074
-20.984999999999918,55.38499999999995,5.188
-20.984999999999918,55.394999999999946,5.286
-20.984999999999918,55.404999999999944,5.292
-20.984999999999918,55.41499999999994,5.369
-20.984999999999918,55.42499999999994,5.525
-20.984999999999918,55.43499999999994,5.46
-20.984999999999918,55.444999999999936,5.492
-20.984999999999918,55.454999999999934,5.518
-20.984999999999918,55.46499999999993,5.565
-20.984999999999918,55.47499999999993,5.628
-20.984999999999918,55.48499999999993,5.717
-20.984999999999918,55.494999999999926,5.479
-20.984999999999918,55.504999999999924,5.463
-20.984999999999918,55.51499999999992,5.422
-20.984999999999918,55.52499999999992,5.355
-20.984999999999918,55.53499999999992,5.288
-20.984999999999918,55.544999999999916,5.187
-20.984999999999918,55.554999999999914,5.101
-20.984999999999918,55.56499999999991,4.992
-20.984999999999918,55.57499999999991,4.87
-20.984999999999918,55.58499999999991,4.747
-20.984999999999918,55.59499999999991,4.62
-20.984999999999918,55.604999999999905,4.489
-20.984999999999918,55.6149999999999,4.347
-20.984999999999918,55.6249999999999,4.199
-20.984999999999918,55.6349999999999,4.036
-20.984999999999918,55.6449999999999,3.875
-20.984999999999918,55.654999999999895,3.703
-20.984999999999918,55.66499999999989,3.541
-20.984999999999918,55.67499999999989,3.379
-20.984999999999918,55.68499999999989,3.212
-20.984999999999918,55.69499999999989,3.048
-20.984999999999918,55.704999999999885,2.86
-20.984999999999918,55.71499999999988,2.667
-20.984999999999918,55.72499999999988,2.474
-20.984999999999918,55.73499999999988,2.28
-20.99499999999992,55.194999999999986,2.981
-20.99499999999992,55.204999999999984,3.092
-20.99499999999992,55.21499999999998,3.209
-20.99499999999992,55.22499999999998,3.318
-20.99499999999992,55.23499999999998,3.425
-20.99499999999992,55.244999999999976,3.548
-20.99499999999992,55.254999999999974,3.683
-20.99499999999992,55.26499999999997,3.822
-20.99499999999992,55.27499999999997,3.965
-20.99499999999992,55.28499999999997,4.108
-20.99499999999992,55.294999999999966,4.262
-20.99499999999992,55.304999999999964,4.423
-20.99499999999992,55.31499999999996,4.546
-20.99499999999992,55.32499999999996,4.682
-20.99499999999992,55.33499999999996,4.821
-20.99499999999992,55.344999999999956,4.936
-20.99499999999992,55.354999999999954,5.02
-20.99499999999992,55.36499999999995,5.274
-20.99499999999992,55.37499999999995,5.268
-20.99499999999992,55.38499999999995,5.289
-20.99499999999992,55.394999999999946,5.509
-20.99499999999992,55.404999999999944,5.661
-20.99499999999992,55.41499999999994,5.692
-20.99499999999992,55.42499999999994,5.645
-20.99499999999992,55.43499999999994,5.633
-20.99499999999992,55.444999999999936,5.66
-20.99499999999992,55.454999999999934,5.694
-20.99499999999992,55.46499999999993,5.703
-20.99499999999992,55.47499999999993,5.904
-20.99499999999992,55.48499999999993,5.94
-20.99499999999992,55.494999999999926,5.685
-20.99499999999992,55.504999999999924,5.663
-20.99499999999992,55.51499999999992,5.615
-20.99499999999992,55.52499999999992,5.567
-20.99499999999992,55.53499999999992,5.489
-20.99499999999992,55.544999999999916,5.376
-20.99499999999992,55.554999999999914,5.296
-20.99499999999992,55.56499999999991,5.171
-20.99499999999992,55.57499999999991,5.047
-20.99499999999992,55.58499999999991,4.927
-20.99499999999992,55.59499999999991,4.797
-20.99499999999992,55.604999999999905,4.676
-20.99499999999992,55.6149999999999,4.555
-20.99499999999992,55.6249999999999,4.368
-20.99499999999992,55.6349999999999,4.202
-20.99499999999992,55.6449999999999,4.045
-20.99499999999992,55.654999999999895,3.875
-20.99499999999992,55.66499999999989,3.706
-20.99499999999992,55.67499999999989,3.537
-20.99499999999992,55.68499999999989,3.369
-20.99499999999992,55.69499999999989,3.198
-20.99499999999992,55.704999999999885,3.011
-20.99499999999992,55.71499999999988,2.827
-20.99499999999992,55.72499999999988,2.631
-20.99499999999992,55.73499999999988,2.417
-21.00499999999992,55.18499999999999,2.961
-21.00499999999992,55.194999999999986,3.077
-21.00499999999992,55.204999999999984,3.192
-21.00499999999992,55.21499999999998,3.32
-21.00499999999992,55.22499999999998,3.436
-21.00499999999992,55.23499999999998,3.548
-21.00499999999992,55.244999999999976,3.677
-21.00499999999992,55.254999999999974,3.815
-21.00499999999992,55.26499999999997,3.96
-21.00499999999992,55.27499999999997,4.109
-21.00499999999992,55.28499999999997,4.264
-21.00499999999992,55.294999999999966,4.425
-21.00499999999992,55.304999999999964,4.596
-21.00499999999992,55.31499999999996,4.703
-21.00499999999992,55.32499999999996,4.845
-21.00499999999992,55.33499999999996,4.98
-21.00499999999992,55.344999999999956,5.099
-21.00499999999992,55.354999999999954,5.205
-21.00499999999992,55.36499999999995,5.407
-21.00499999999992,55.37499999999995,5.576
-21.00499999999992,55.38499999999995,5.68
-21.00499999999992,55.394999999999946,5.767
-21.00499999999992,55.404999999999944,5.784
-21.00499999999992,55.41499999999994,5.946
-21.00499999999992,55.42499999999994,5.968
-21.00499999999992,55.43499999999994,5.915
-21.00499999999992,55.444999999999936,5.83
-21.00499999999992,55.454999999999934,5.863
-21.00499999999992,55.46499999999993,6.064
-21.00499999999992,55.47499999999993,6.112
-21.00499999999992,55.48499999999993,5.93
-21.00499999999992,55.494999999999926,5.863
-21.00499999999992,55.504999999999924,5.84
-21.00499999999992,55.51499999999992,5.802
-21.00499999999992,55.52499999999992,5.751
-21.00499999999992,55.53499999999992,5.653
-21.00499999999992,55.544999999999916,5.573
-21.00499999999992,55.554999999999914,5.458
-21.00499999999992,55.56499999999991,5.421
-21.00499999999992,55.57499999999991,5.36
-21.00499999999992,55.58499999999991,5.219
-21.00499999999992,55.59499999999991,5.008
-21.00499999999992,55.604999999999905,4.906
-21.00499999999992,55.6149999999999,4.709
-21.00499999999992,55.6249999999999,4.532
-21.00499999999992,55.6349999999999,4.383
