session_name,time_first_frame,number_first_frame,filt_exclude_specific_timeUS,depth_range_max,depth_range_min,filt_exclude_specific_datetimeUTC,rgp_station
20230430_MDG-NOSY-VE_MASK-1_01,1970:01:01 00:00:00.000,0,,,,,
20230430_MDG-NOSY-VE_MASK-2_00,1970:01:01 00:00:00.000,0,,,,,
